114.336493,30.655899
114.260591,30.625273
114.283232,30.636801
114.263536,30.62684
114.29648,30.598301
114.245879,30.6105
114.261216,30.63274
114.265502,30.609623
114.36773,30.67406
114.278955,30.611313
114.277731,30.600385
114.275781,30.607262
114.288711,30.57375
114.329112,30.546793
114.299818,30.611867
114.270035,30.594235
114.272781,30.624766
114.250497,30.634566
114.265389,30.606217
114.311187,30.65009
114.260553,30.622205
114.250968,30.613267
114.295522,30.651476
114.282616,30.574779
114.289974,30.655556
114.285319,30.621006
114.246002,30.619903
114.200592,30.597778
114.368397,30.686353
114.255622,30.625461
114.368397,30.686353
114.290389,30.608119
114.246002,30.619903
114.251512,30.63142
114.268805,30.58477
114.25899,30.632576
114.284711,30.593916
114.305392,30.593098
114.279024,30.612555
114.280984,30.648059
114.300744,30.646821
114.268805,30.58477
114.230455,30.616725
114.283195,30.582166
114.316156,30.625109
114.309433,30.639105
114.247055,30.623821
114.314783,30.654988
114.294026,30.626644
114.258433,30.629338
114.251549,30.610499
114.300744,30.646821
114.263093,30.604786
114.267923,30.636557
114.264144,30.637512
114.269502,30.581269
114.267504,30.629728
114.26952,30.623655
114.316156,30.625109
114.200592,30.597778
114.229021,30.592084
114.267042,30.620539
114.316156,30.625109
114.247347,30.61836
114.259551,30.612561
114.283898,30.608812
114.264144,30.637512
114.285497,30.614901
114.244908,30.611854
114.292256,30.576175
114.254678,30.627453
114.274025,30.604668
114.296484,30.586352
114.229021,30.592084
114.267923,30.636557
114.293143,30.631962
114.282055,30.617951
114.277966,30.597208
114.306214,30.652
114.247347,30.61836
114.309433,30.639105
114.247968,30.615577
114.264324,30.588851
114.263382,30.621012
114.285212,30.653094
114.289236,30.583136
114.337964,30.671479
114.286892,30.619129
114.25641,30.621637
114.333706,30.58498
114.282616,30.574779
114.242552,30.611059
114.278449,30.609246
114.288517,30.605919
114.250497,30.634566
114.249247,30.610751
114.265389,30.606217
114.313566,30.632407
114.276746,30.635368
114.281447,30.649002
114.268805,30.58477
114.247347,30.61836
114.309081,30.629341
114.289832,30.59388
114.337964,30.671479
114.250497,30.634566
114.273143,30.63353
114.233659,30.618191
114.315449,30.649117
114.285212,30.653094
114.29822,30.64132
114.230455,30.616725
114.333706,30.58498
114.321828,30.670328
114.283025,30.6055
114.264324,30.588851
114.338635,30.665598
114.338635,30.665598
114.314783,30.654988
114.315449,30.649117
114.267042,30.620539
114.250087,30.629616
114.246002,30.619903
114.250497,30.634566
114.279719,30.61649
114.26952,30.623655
114.257856,30.626732
114.268805,30.58477
114.326948,30.652403
114.265605,30.602302
114.292218,30.649995
114.316156,30.625109
114.247347,30.61836
114.29822,30.64132
114.255622,30.625461
114.318036,30.643812
114.230455,30.616725
114.314367,30.624698
114.247347,30.61836
114.256677,30.631983
114.288711,30.57375
114.250497,30.634566
114.250497,30.634566
114.295893,30.619365
114.273647,30.614771
114.36773,30.67406
114.278298,30.605252
114.283444,30.602174
114.368397,30.686353
114.280984,30.648059
114.294865,30.626938
114.200592,30.597778
114.278749,30.621342
114.272939,30.617963
114.244908,30.611854
114.311105,30.641136
114.309433,30.639105
114.315449,30.649117
114.306564,30.644768
114.276746,30.635368
114.300814,30.650412
114.262547,30.636464
114.294599,30.636036
114.286594,30.634673
114.29612,30.591523
114.246002,30.619903
114.279697,30.621956
114.241765,30.606038
114.235213,30.626077
114.278449,30.609246
114.229021,30.592084
114.316156,30.625109
114.292218,30.649995
114.274334,30.592672
114.290543,30.618945
114.317164,30.645484
114.265261,30.612671
114.255943,30.623085
114.250968,30.613267
114.250203,30.616848
114.247347,30.61836
114.36773,30.67406
114.250497,30.634566
114.300184,30.635847
114.263887,30.61597
114.246002,30.619903
114.336493,30.655899
114.30465,30.599756
114.311105,30.641136
114.263093,30.604786
114.344328,30.664015
114.300744,30.646821
114.262547,30.636464
114.296332,30.655376
114.244908,30.611854
114.277309,30.602471
114.285212,30.653094
114.241443,30.627324
114.316708,30.657724
114.255622,30.625461
114.250087,30.629616
114.245879,30.6105
114.250497,30.634566
114.266147,30.611326
114.290319,30.633168
114.249247,30.610751
114.316156,30.625109
114.24802,30.62251
114.309433,30.639105
114.316471,30.628915
114.322692,30.662919
114.313466,30.656488
114.245224,30.632579
114.278123,30.581827
114.277402,30.605027
114.337964,30.671479
114.293143,30.631962
114.322039,30.644335
114.29806,30.627613
114.244908,30.611854
114.255943,30.623085
114.258433,30.629338
114.287883,30.629743
114.33505,30.661836
114.263536,30.62684
114.288797,30.630096
114.293143,30.631962
114.333489,30.663229
114.284514,30.611078
114.270242,30.580194
114.300814,30.650412
114.313466,30.656488
114.314367,30.624698
114.296595,30.634393
114.284098,30.619095
114.36773,30.67406
114.319973,30.661722
114.25003,30.609055
114.274765,30.636299
114.254378,30.632864
114.250497,30.634566
114.282158,30.614703
114.305392,30.593098
